number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
69,org.tinygroup:org.tinygroup.testutil:2.0.6,org.codehaus.jettison:jettison:1.3.3,8604,494,233,776,740,8979,8979,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
70,org.tinygroup:org.tinygroup.testutil:2.0.6,commons-net:commons-net:3.3,17892,1713,435,2231,1967,8067,8067,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
71,org.tinygroup:org.tinygroup.testutil:2.0.6,org.springframework:spring-web:2.5.6,19363,911,633,657,1837,8319,8319,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
72,org.tinygroup:org.tinygroup.testutil:2.0.6,org.springframework:spring-tx:2.5.6,20202,1023,376,1241,1532,11260,11260,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
73,org.tinygroup:org.tinygroup.testutil:2.0.6,xpp3:xpp3_min:1.1.4c,2913,122,31,169,197,5,5,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
74,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.xmlparser:2.0.6,2149,64,67,60,144,3631,3631,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
75,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.binarytree:2.0.6,449,75,12,108,28,346,346,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
76,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.fileresolver:2.0.6,5055,211,156,128,455,13200,13200,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
77,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.parser:2.0.6,2461,214,54,93,240,9499,9499,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
78,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.application:2.0.6,512,27,18,0,25,704,704,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
79,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.config:2.0.6,1004,56,55,17,97,2414,2414,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
80,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.testutil:2.0.6,1011,19,83,9,102,945,945,org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
